work_year,job_title_frequency,job_category_frequency,salary_in_usd,experience_level,is_fulltime,company_size,work_setting_Hybrid,work_setting_In-person,work_setting_Remote,is_salary_usd,is_working_in_resident_country,currency_frequency,employment_rate_year,inflation_employment_year,price_level_year
2023,0.2346338856226617,0.2415820416889364,247300,3,1,2,False,True,False,1,1,0.9183324425440941,-0.02730639550887255,-0.27163683222989865,0.4357847561296003
2023,0.2346338856226617,0.2415820416889364,139700,3,1,2,False,True,False,1,1,0.9183324425440941,-0.02730639550887255,-0.27163683222989865,0.4357847561296003
2023,0.14836985569214323,0.15574559059326562,176000,3,1,2,False,True,False,1,1,0.9183324425440941,-0.02730639550887255,-0.27163683222989865,0.4357847561296003
2023,0.14836985569214323,0.15574559059326562,100000,3,1,2,False,True,False,1,1,0.9183324425440941,-0.02730639550887255,-0.27163683222989865,0.4357847561296003
2023,0.1059326563335115,0.15264564404061998,204500,3,1,2,False,True,False,1,1,0.9183324425440941,-0.02730639550887255,-0.27163683222989865,0.4357847561296003
2023,0.1059326563335115,0.15264564404061998,142200,3,1,2,False,True,False,1,1,0.9183324425440941,-0.02730639550887255,-0.27163683222989865,0.4357847561296003
2023,0.028754676643506148,0.3221806520577231,247600,3,1,3,False,True,False,1,1,0.9183324425440941,-0.02730639550887255,-0.27163683222989865,0.4357847561296003
2023,0.028754676643506148,0.3221806520577231,127300,3,1,3,False,True,False,1,1,0.9183324425440941,-0.02730639550887255,-0.27163683222989865,0.4357847561296003
2023,0.21261357562800642,0.3221806520577231,223400,3,1,2,False,False,True,1,1,0.9183324425440941,-0.02730639550887255,-0.27163683222989865,0.4357847561296003
2023,0.21261357562800642,0.3221806520577231,186200,3,1,2,False,False,True,1,1,0.9183324425440941,-0.02730639550887255,-0.27163683222989865,0.4357847561296003
2023,0.2346338856226617,0.2415820416889364,167500,3,1,2,False,True,False,1,1,0.9183324425440941,-0.02730639550887255,-0.27163683222989865,0.4357847561296003
2023,0.2346338856226617,0.2415820416889364,106500,3,1,2,False,True,False,1,1,0.9183324425440941,-0.02730639550887255,-0.27163683222989865,0.4357847561296003
2023,0.21261357562800642,0.3221806520577231,185900,3,1,2,False,True,False,1,1,0.9183324425440941,-0.02730639550887255,-0.27163683222989865,0.4357847561296003
2023,0.21261357562800642,0.3221806520577231,129300,3,1,2,False,True,False,1,1,0.9183324425440941,-0.02730639550887255,-0.27163683222989865,0.4357847561296003
2023,0.004168893639764831,0.3221806520577231,72000,1,1,2,False,False,True,1,1,0.9183324425440941,-0.02730639550887255,-0.27163683222989865,0.4357847561296003
2023,0.004168893639764831,0.3221806520577231,64000,1,1,2,False,False,True,1,1,0.9183324425440941,-0.02730639550887255,-0.27163683222989865,0.4357847561296003
2023,0.027365045430251204,0.05376803848209514,179820,3,1,2,False,True,False,1,1,0.9183324425440941,-0.02730639550887255,-0.27163683222989865,0.4357847561296003
2023,0.027365045430251204,0.05376803848209514,143860,3,1,2,False,True,False,1,1,0.9183324425440941,-0.02730639550887255,-0.27163683222989865,0.4357847561296003
2023,0.028754676643506148,0.3221806520577231,283050,3,1,2,False,True,False,1,1,0.9183324425440941,-0.02730639550887255,-0.27163683222989865,0.4357847561296003
2023,0.028754676643506148,0.3221806520577231,188700,3,1,2,False,True,False,1,1,0.9183324425440941,-0.02730639550887255,-0.27163683222989865,0.4357847561296003
2023,0.2346338856226617,0.2415820416889364,133000,2,1,2,False,True,False,1,1,0.9183324425440941,-0.02730639550887255,-0.27163683222989865,0.4357847561296003
2023,0.2346338856226617,0.2415820416889364,58400,2,1,2,False,True,False,1,1,0.9183324425440941,-0.02730639550887255,-0.27163683222989865,0.4357847561296003
2023,0.015392838054516302,0.3221806520577231,141298,3,1,2,False,True,False,1,1,0.9183324425440941,-0.02730639550887255,-0.27163683222989865,0.4357847561296003
2023,0.015392838054516302,0.3221806520577231,115607,3,1,2,False,True,False,1,1,0.9183324425440941,-0.02730639550887255,-0.27163683222989865,0.4357847561296003
2023,0.14836985569214323,0.15574559059326562,100000,1,1,2,False,True,False,1,1,0.9183324425440941,-0.02730639550887255,-0.27163683222989865,0.4357847561296003
2023,0.14836985569214323,0.15574559059326562,75000,1,1,2,False,True,False,1,1,0.9183324425440941,-0.02730639550887255,-0.27163683222989865,0.4357847561296003
2023,0.1059326563335115,0.15264564404061998,266500,3,1,2,False,True,False,1,1,0.9183324425440941,2.178875401873935,-0.3735827352019734,-0.3003597091982589
2023,0.1059326563335115,0.15264564404061998,144400,3,1,2,False,True,False,1,1,0.9183324425440941,2.178875401873935,-0.3735827352019734,-0.3003597091982589
2023,0.2346338856226617,0.2415820416889364,71363,3,1,2,False,True,False,0,1,0.03709246392303581,2.0105634102895715,0.805443794822891,-1.4045764071900477
2023,0.2346338856226617,0.2415820416889364,55368,3,1,2,False,True,False,0,1,0.03709246392303581,2.0105634102895715,0.805443794822891,-1.4045764071900477
2023,0.028754676643506148,0.3221806520577231,287500,3,1,2,False,True,False,1,1,0.9183324425440941,-0.02730639550887255,-0.27163683222989865,0.4357847561296003
2023,0.028754676643506148,0.3221806520577231,156000,3,1,2,False,True,False,1,1,0.9183324425440941,-0.02730639550887255,-0.27163683222989865,0.4357847561296003
2023,0.14836985569214323,0.15574559059326562,90000,2,1,2,False,False,True,1,1,0.9183324425440941,-0.02730639550887255,-0.27163683222989865,0.4357847561296003
2023,0.14836985569214323,0.15574559059326562,70000,2,1,2,False,False,True,1,1,0.9183324425440941,-0.02730639550887255,-0.27163683222989865,0.4357847561296003
2023,0.2346338856226617,0.2415820416889364,199000,3,1,2,False,True,False,1,1,0.9183324425440941,-0.02730639550887255,-0.27163683222989865,0.4357847561296003
2023,0.2346338856226617,0.2415820416889364,162000,3,1,2,False,True,False,1,1,0.9183324425440941,-0.02730639550887255,-0.27163683222989865,0.4357847561296003
2023,0.2346338856226617,0.2415820416889364,170884,2,1,2,False,False,True,1,1,0.9183324425440941,-0.02730639550887255,-0.27163683222989865,0.4357847561296003
2023,0.2346338856226617,0.2415820416889364,113923,2,1,2,False,False,True,1,1,0.9183324425440941,-0.02730639550887255,-0.27163683222989865,0.4357847561296003
2023,0.2346338856226617,0.2415820416889364,184000,2,1,2,False,True,False,1,1,0.9183324425440941,-0.02730639550887255,-0.27163683222989865,0.4357847561296003
2023,0.2346338856226617,0.2415820416889364,123000,2,1,2,False,True,False,1,1,0.9183324425440941,-0.02730639550887255,-0.27163683222989865,0.4357847561296003
2023,0.21261357562800642,0.3221806520577231,235750,3,1,2,False,True,False,1,1,0.9183324425440941,-0.02730639550887255,-0.27163683222989865,0.4357847561296003
2023,0.21261357562800642,0.3221806520577231,174250,3,1,2,False,True,False,1,1,0.9183324425440941,-0.02730639550887255,-0.27163683222989865,0.4357847561296003
2023,0.028754676643506148,0.3221806520577231,165000,2,1,2,False,False,True,1,1,0.9183324425440941,-0.02730639550887255,-0.27163683222989865,0.4357847561296003
2023,0.028754676643506148,0.3221806520577231,118800,2,1,2,False,False,True,1,1,0.9183324425440941,-0.02730639550887255,-0.27163683222989865,0.4357847561296003
2023,0.2346338856226617,0.2415820416889364,225000,3,1,2,False,False,True,1,1,0.9183324425440941,-0.02730639550887255,-0.27163683222989865,0.4357847561296003
2023,0.2346338856226617,0.2415820416889364,150000,3,1,2,False,False,True,1,1,0.9183324425440941,-0.02730639550887255,-0.27163683222989865,0.4357847561296003
2023,0.1059326563335115,0.15264564404061998,213900,2,1,2,False,True,False,1,1,0.9183324425440941,-0.02730639550887255,-0.27163683222989865,0.4357847561296003
2023,0.1059326563335115,0.15264564404061998,116800,2,1,2,False,True,False,1,1,0.9183324425440941,-0.02730639550887255,-0.27163683222989865,0.4357847561296003
2023,0.21261357562800642,0.3221806520577231,220000,3,1,2,False,False,True,1,1,0.9183324425440941,-0.02730639550887255,-0.27163683222989865,0.4357847561296003
2023,0.21261357562800642,0.3221806520577231,150000,3,1,2,False,False,True,1,1,0.9183324425440941,-0.02730639550887255,-0.27163683222989865,0.4357847561296003
2023,0.21261357562800642,0.3221806520577231,150000,2,1,2,False,True,False,1,1,0.9183324425440941,-0.02730639550887255,-0.27163683222989865,0.4357847561296003
2023,0.21261357562800642,0.3221806520577231,100000,2,1,2,False,True,False,1,1,0.9183324425440941,-0.02730639550887255,-0.27163683222989865,0.4357847561296003
2023,0.1059326563335115,0.15264564404061998,247500,2,1,2,False,True,False,1,1,0.9183324425440941,-0.02730639550887255,-0.27163683222989865,0.4357847561296003
2023,0.1059326563335115,0.15264564404061998,172200,2,1,2,False,True,False,1,1,0.9183324425440941,-0.02730639550887255,-0.27163683222989865,0.4357847561296003
2023,0.2346338856226617,0.2415820416889364,155000,2,1,2,False,True,False,1,1,0.9183324425440941,-0.02730639550887255,-0.27163683222989865,0.4357847561296003
2023,0.2346338856226617,0.2415820416889364,120000,2,1,2,False,True,False,1,1,0.9183324425440941,-0.02730639550887255,-0.27163683222989865,0.4357847561296003
2023,0.2346338856226617,0.2415820416889364,226700,3,1,2,False,True,False,1,1,0.9183324425440941,-0.02730639550887255,-0.27163683222989865,0.4357847561296003
2023,0.2346338856226617,0.2415820416889364,133300,3,1,2,False,True,False,1,1,0.9183324425440941,-0.02730639550887255,-0.27163683222989865,0.4357847561296003
2023,0.2346338856226617,0.2415820416889364,184000,3,1,2,False,True,False,1,1,0.9183324425440941,-0.02730639550887255,-0.27163683222989865,0.4357847561296003
2023,0.2346338856226617,0.2415820416889364,123000,3,1,2,False,True,False,1,1,0.9183324425440941,-0.02730639550887255,-0.27163683222989865,0.4357847561296003
2023,0.21261357562800642,0.3221806520577231,130000,3,1,2,False,True,False,1,1,0.9183324425440941,-0.02730639550887255,-0.27163683222989865,0.4357847561296003
2023,0.21261357562800642,0.3221806520577231,117000,3,1,2,False,True,False,1,1,0.9183324425440941,-0.02730639550887255,-0.27163683222989865,0.4357847561296003
2023,0.0014965259219668627,0.3221806520577231,160000,3,1,2,False,False,True,1,1,0.9183324425440941,-0.02730639550887255,-0.27163683222989865,0.4357847561296003
2023,0.0014965259219668627,0.3221806520577231,140000,3,1,2,False,False,True,1,1,0.9183324425440941,-0.02730639550887255,-0.27163683222989865,0.4357847561296003
2023,0.21261357562800642,0.3221806520577231,166000,2,1,2,False,True,False,1,1,0.9183324425440941,-0.02730639550887255,-0.27163683222989865,0.4357847561296003
2023,0.21261357562800642,0.3221806520577231,73000,2,1,2,False,True,False,1,1,0.9183324425440941,-0.02730639550887255,-0.27163683222989865,0.4357847561296003
2023,0.21261357562800642,0.3221806520577231,185900,3,1,2,False,False,True,1,1,0.9183324425440941,-0.02730639550887255,-0.27163683222989865,0.4357847561296003
2023,0.21261357562800642,0.3221806520577231,129300,3,1,2,False,False,True,1,1,0.9183324425440941,-0.02730639550887255,-0.27163683222989865,0.4357847561296003
2023,0.2346338856226617,0.2415820416889364,130000,2,1,2,False,True,False,1,1,0.9183324425440941,-0.02730639550887255,-0.27163683222989865,0.4357847561296003
2023,0.2346338856226617,0.2415820416889364,104000,2,1,2,False,True,False,1,1,0.9183324425440941,-0.02730639550887255,-0.27163683222989865,0.4357847561296003
2023,0.2346338856226617,0.2415820416889364,143000,3,1,2,False,False,True,1,1,0.9183324425440941,-0.02730639550887255,-0.27163683222989865,0.4357847561296003
2023,0.2346338856226617,0.2415820416889364,116000,3,1,2,False,False,True,1,1,0.9183324425440941,-0.02730639550887255,-0.27163683222989865,0.4357847561296003
2023,0.028754676643506148,0.3221806520577231,165000,2,1,2,False,False,True,1,1,0.9183324425440941,-0.02730639550887255,-0.27163683222989865,0.4357847561296003
2023,0.028754676643506148,0.3221806520577231,118800,2,1,2,False,False,True,1,1,0.9183324425440941,-0.02730639550887255,-0.27163683222989865,0.4357847561296003
2023,0.028754676643506148,0.3221806520577231,220000,2,1,2,False,True,False,1,1,0.9183324425440941,-0.02730639550887255,-0.27163683222989865,0.4357847561296003
2023,0.028754676643506148,0.3221806520577231,180000,2,1,2,False,True,False,1,1,0.9183324425440941,-0.02730639550887255,-0.27163683222989865,0.4357847561296003
2023,0.2346338856226617,0.2415820416889364,184000,2,1,2,False,True,False,1,1,0.9183324425440941,-0.02730639550887255,-0.27163683222989865,0.4357847561296003
2023,0.2346338856226617,0.2415820416889364,123000,2,1,2,False,True,False,1,1,0.9183324425440941,-0.02730639550887255,-0.27163683222989865,0.4357847561296003
2023,0.2346338856226617,0.2415820416889364,215000,3,1,2,False,True,False,1,1,0.9183324425440941,-0.02730639550887255,-0.27163683222989865,0.4357847561296003
2023,0.2346338856226617,0.2415820416889364,200000,3,1,2,False,True,False,1,1,0.9183324425440941,-0.02730639550887255,-0.27163683222989865,0.4357847561296003
2023,0.21261357562800642,0.3221806520577231,253000,2,1,2,False,True,False,1,1,0.9183324425440941,-0.02730639550887255,-0.27163683222989865,0.4357847561296003
2023,0.21261357562800642,0.3221806520577231,131000,2,1,2,False,True,False,1,1,0.9183324425440941,-0.02730639550887255,-0.27163683222989865,0.4357847561296003
2023,0.1059326563335115,0.15264564404061998,220000,3,1,2,False,True,False,1,1,0.9183324425440941,-0.02730639550887255,-0.27163683222989865,0.4357847561296003
2023,0.1059326563335115,0.15264564404061998,176000,3,1,2,False,True,False,1,1,0.9183324425440941,-0.02730639550887255,-0.27163683222989865,0.4357847561296003
2023,0.002137894174238375,0.005879208979155532,49216,1,1,2,False,False,True,0,1,0.03709246392303581,2.0105634102895715,0.805443794822891,-1.4045764071900477
2023,0.002137894174238375,0.005879208979155532,36912,1,1,2,False,False,True,0,1,0.03709246392303581,2.0105634102895715,0.805443794822891,-1.4045764071900477
2023,0.21261357562800642,0.3221806520577231,210000,3,1,2,False,True,False,1,1,0.9183324425440941,-0.02730639550887255,-0.27163683222989865,0.4357847561296003
2023,0.21261357562800642,0.3221806520577231,147000,3,1,2,False,True,False,1,1,0.9183324425440941,-0.02730639550887255,-0.27163683222989865,0.4357847561296003
2023,0.0008551576696953501,0.05376803848209514,186000,2,1,2,False,True,False,1,1,0.9183324425440941,-0.02730639550887255,-0.27163683222989865,0.4357847561296003
2023,0.0008551576696953501,0.05376803848209514,161000,2,1,2,False,True,False,1,1,0.9183324425440941,-0.02730639550887255,-0.27163683222989865,0.4357847561296003
2023,0.1059326563335115,0.15264564404061998,205000,3,1,2,False,True,False,1,1,0.9183324425440941,-0.02730639550887255,-0.27163683222989865,0.4357847561296003
2023,0.1059326563335115,0.15264564404061998,152000,3,1,2,False,True,False,1,1,0.9183324425440941,-0.02730639550887255,-0.27163683222989865,0.4357847561296003
2023,0.2346338856226617,0.2415820416889364,220000,2,1,2,False,False,True,1,1,0.9183324425440941,2.178875401873935,-0.3735827352019734,-0.3003597091982589
2023,0.2346338856226617,0.2415820416889364,190000,2,1,2,False,False,True,1,1,0.9183324425440941,2.178875401873935,-0.3735827352019734,-0.3003597091982589
2023,0.1059326563335115,0.15264564404061998,205000,3,1,2,False,True,False,1,1,0.9183324425440941,-0.02730639550887255,-0.27163683222989865,0.4357847561296003
2023,0.1059326563335115,0.15264564404061998,152000,3,1,2,False,True,False,1,1,0.9183324425440941,-0.02730639550887255,-0.27163683222989865,0.4357847561296003
2023,0.14836985569214323,0.15574559059326562,137000,3,1,2,False,False,True,1,1,0.9183324425440941,-0.02730639550887255,-0.27163683222989865,0.4357847561296003
2023,0.14836985569214323,0.15574559059326562,110000,3,1,2,False,False,True,1,1,0.9183324425440941,-0.02730639550887255,-0.27163683222989865,0.4357847561296003
2023,0.21261357562800642,0.3221806520577231,172000,3,1,2,False,False,True,1,1,0.9183324425440941,-0.02730639550887255,-0.27163683222989865,0.4357847561296003
2023,0.21261357562800642,0.3221806520577231,146000,3,1,2,False,False,True,1,1,0.9183324425440941,-0.02730639550887255,-0.27163683222989865,0.4357847561296003
2023,0.2346338856226617,0.2415820416889364,148000,2,1,2,False,True,False,1,1,0.9183324425440941,-0.02730639550887255,-0.27163683222989865,0.4357847561296003
2023,0.2346338856226617,0.2415820416889364,99000,2,1,2,False,True,False,1,1,0.9183324425440941,-0.02730639550887255,-0.27163683222989865,0.4357847561296003
2023,0.21261357562800642,0.3221806520577231,150000,3,1,2,False,True,False,1,1,0.9183324425440941,-0.02730639550887255,-0.27163683222989865,0.4357847561296003
2023,0.21261357562800642,0.3221806520577231,130000,3,1,2,False,True,False,1,1,0.9183324425440941,-0.02730639550887255,-0.27163683222989865,0.4357847561296003
2023,0.14836985569214323,0.15574559059326562,105000,1,1,2,False,True,False,1,1,0.9183324425440941,-0.02730639550887255,-0.27163683222989865,0.4357847561296003
2023,0.2346338856226617,0.2415820416889364,99000,3,1,2,False,True,False,1,1,0.9183324425440941,-0.02730639550887255,-0.27163683222989865,0.4357847561296003
2023,0.2346338856226617,0.2415820416889364,52500,3,1,2,False,True,False,1,1,0.9183324425440941,-0.02730639550887255,-0.27163683222989865,0.4357847561296003
2023,0.008123997862105825,0.15264564404061998,180514,3,1,2,False,False,True,1,1,0.9183324425440941,-0.02730639550887255,-0.27163683222989865,0.4357847561296003
2023,0.008123997862105825,0.15264564404061998,108308,3,1,2,False,False,True,1,1,0.9183324425440941,-0.02730639550887255,-0.27163683222989865,0.4357847561296003
2023,0.1059326563335115,0.15264564404061998,210000,3,1,2,False,True,False,1,1,0.9183324425440941,-0.02730639550887255,-0.27163683222989865,0.4357847561296003
2023,0.1059326563335115,0.15264564404061998,147000,3,1,2,False,True,False,1,1,0.9183324425440941,-0.02730639550887255,-0.27163683222989865,0.4357847561296003
2023,0.2346338856226617,0.2415820416889364,290300,3,1,2,False,True,False,1,1,0.9183324425440941,-0.02730639550887255,-0.27163683222989865,0.4357847561296003
2023,0.2346338856226617,0.2415820416889364,196685,3,1,2,False,True,False,1,1,0.9183324425440941,-0.02730639550887255,-0.27163683222989865,0.4357847561296003
2023,0.0038482095136290755,0.15264564404061998,220000,3,1,2,False,True,False,1,1,0.9183324425440941,-0.02730639550887255,-0.27163683222989865,0.4357847561296003
2023,0.0038482095136290755,0.15264564404061998,176000,3,1,2,False,True,False,1,1,0.9183324425440941,-0.02730639550887255,-0.27163683222989865,0.4357847561296003
2023,0.1059326563335115,0.15264564404061998,175000,2,1,2,False,True,False,1,1,0.9183324425440941,-0.02730639550887255,-0.27163683222989865,0.4357847561296003
2023,0.1059326563335115,0.15264564404061998,130000,2,1,2,False,True,False,1,1,0.9183324425440941,-0.02730639550887255,-0.27163683222989865,0.4357847561296003
2023,0.022768572955638697,0.02768572955638696,185000,3,1,2,False,True,False,1,1,0.9183324425440941,-0.02730639550887255,-0.27163683222989865,0.4357847561296003
2023,0.022768572955638697,0.02768572955638696,150000,3,1,2,False,True,False,1,1,0.9183324425440941,-0.02730639550887255,-0.27163683222989865,0.4357847561296003
2023,0.2346338856226617,0.2415820416889364,145000,3,1,2,False,True,False,1,1,0.9183324425440941,-0.02730639550887255,-0.27163683222989865,0.4357847561296003
2023,0.2346338856226617,0.2415820416889364,115000,3,1,2,False,True,False,1,1,0.9183324425440941,-0.02730639550887255,-0.27163683222989865,0.4357847561296003
2023,0.0011758417958311063,0.15264564404061998,133000,1,1,2,False,True,False,1,1,0.9183324425440941,-0.02730639550887255,-0.27163683222989865,0.4357847561296003
2023,0.0011758417958311063,0.15264564404061998,58300,1,1,2,False,True,False,1,1,0.9183324425440941,-0.02730639550887255,-0.27163683222989865,0.4357847561296003
2023,0.027365045430251204,0.05376803848209514,115000,3,1,2,False,True,False,1,1,0.9183324425440941,-0.02730639550887255,-0.27163683222989865,0.4357847561296003
2023,0.027365045430251204,0.05376803848209514,95000,3,1,2,False,True,False,1,1,0.9183324425440941,-0.02730639550887255,-0.27163683222989865,0.4357847561296003
2023,0.2346338856226617,0.2415820416889364,110244,2,1,2,False,True,False,0,1,0.03709246392303581,2.0105634102895715,0.805443794822891,-1.4045764071900477
2023,0.2346338856226617,0.2415820416889364,39372,2,1,2,False,True,False,0,1,0.03709246392303581,2.0105634102895715,0.805443794822891,-1.4045764071900477
2023,0.21261357562800642,0.3221806520577231,43187,1,1,2,False,True,False,0,1,0.036344200962052375,-3.567037049290924,-0.5331502355060903,-3.7050278613396075
2023,0.21261357562800642,0.3221806520577231,31310,1,1,2,False,True,False,0,1,0.036344200962052375,-3.567037049290924,-0.5331502355060903,-3.7050278613396075
2023,0.14836985569214323,0.15574559059326562,92280,1,1,2,False,True,False,0,1,0.03709246392303581,2.0105634102895715,0.805443794822891,-1.4045764071900477
2023,0.14836985569214323,0.15574559059326562,67672,1,1,2,False,True,False,0,1,0.03709246392303581,2.0105634102895715,0.805443794822891,-1.4045764071900477
2023,0.14836985569214323,0.15574559059326562,92280,1,1,2,False,True,False,0,1,0.03709246392303581,2.0105634102895715,0.805443794822891,-1.4045764071900477
2023,0.14836985569214323,0.15574559059326562,67672,1,1,2,False,True,False,0,1,0.03709246392303581,2.0105634102895715,0.805443794822891,-1.4045764071900477
2023,0.21261357562800642,0.3221806520577231,75577,3,1,3,True,False,False,0,1,0.036344200962052375,1.0939104099685384,0.5616601138027123,-1.680630581687995
2023,0.001282736504543025,0.15264564404061998,303387,3,1,2,False,False,True,0,1,0.0040619989310529125,2.178875401873935,-0.3735827352019734,-0.3003597091982589
2023,0.001282736504543025,0.15264564404061998,100017,3,1,2,False,False,True,0,1,0.0040619989310529125,2.178875401873935,-0.3735827352019734,-0.3003597091982589
